A,B,C,D,E,F,G,H
2,1.4287,0.050000000000000044,1.35,0.5599999999999999,0.4005,0.25716666666666665,0.866
0,1.8054999999999999,0.28,1.6,0.63075,0.483,0.25533333333333336,1.25
2,1.1304,-0.04999999999999993,0.8500000000000001,0.24875,0.0745,0.21383333333333335,0.020000000000000018
1,1.6171000000000002,0.24,1.35,0.46475,0.2815,0.24233333333333335,0.89
2,1.6642000000000001,0.22999999999999998,1.1,0.43725,0.2525,0.24116666666666667,0.7339999999999999
2,1.4444000000000001,0.08999999999999997,1.2,0.35775,0.198,0.2295,0.242
0,1.884,0.32000000000000006,1.7000000000000002,0.7402500000000001,0.456,0.31233333333333335,1.5740000000000003
2,1.1775,0.0,0.75,0.22199999999999998,0.059,0.21000000000000002,-0.136
2,1.5229,0.12,1.2,0.40774999999999995,0.2465,0.2341666666666667,0.4819999999999999
0,1.8997,0.35,1.5,0.725,0.575,0.2773333333333333,1.3820000000000001
0,1.6485,0.21999999999999997,1.3,0.49375,0.3435,0.24983333333333335,0.6589999999999999
0,1.6642000000000001,0.25,1.3,0.501,0.2975,0.24650000000000002,0.92
0,1.8526,0.21000000000000008,1.5,0.5765,0.326,0.2871666666666667,1.0699999999999998
0,1.57,0.17000000000000004,1.35,0.4255,0.2245,0.22383333333333333,0.836
0,1.4601000000000002,0.12,0.8,0.394,0.191,0.24166666666666667,0.5299999999999999
0,1.8054999999999999,0.30000000000000004,1.35,0.61075,0.354,0.26966666666666667,1.0190000000000001
1,1.6956000000000002,0.24,1.4000000000000001,0.55175,0.38,0.26016666666666666,0.86
2,0.6594,-0.3,0.5,0.17099999999999999,0.0175,0.2041666666666667,-0.31000000000000005
0,1.7741,0.28,1.25,0.551,0.3595,0.26083333333333336,0.89
0,1.6171000000000002,0.25,1.45,0.61825,0.497,0.26033333333333336,0.9109999999999999
2,1.1618,-0.039999999999999925,0.95,0.28275,0.122,0.21733333333333335,0.07999999999999996
1,1.9939,0.35,1.5,0.7422500000000001,0.533,0.30233333333333334,1.346
0,2.3393,0.5499999999999999,2.0,1.0919999999999999,0.954,0.312,2.57
2,1.4287,0.14,1.25,0.3665,0.201,0.24216666666666667,0.46999999999999986
2,1.4915,0.15000000000000002,1.1500000000000001,0.41025,0.233,0.23966666666666667,0.473
1,2.2608,0.5000000000000001,1.9500000000000002,1.1864999999999999,1.0715,0.3421666666666667,2.6089999999999995
0,1.6956000000000002,0.21000000000000008,1.55,0.63575,0.3225,0.26466666666666666,1.3399999999999999
1,1.6328,0.21000000000000008,1.25,0.47175,0.2415,0.25783333333333336,0.86
0,1.884,0.35,2.3000000000000003,0.7285,0.522,0.2745,1.7600000000000002
2,1.0048000000000001,-0.13,0.8,0.22425,0.064,0.21033333333333334,-0.13
0,2.2608,0.5499999999999999,2.15,1.2365,0.9515,0.388,2.819
1,0.9106,-0.18,0.75,0.2875,0.113,0.2225,-0.19
2,1.4287,0.07000000000000006,1.05,0.35275,0.175,0.2306666666666667,0.31099999999999994
0,1.57,0.24,1.35,0.48824999999999996,0.302,0.24716666666666667,0.8389999999999999
2,1.6485,0.21000000000000008,1.45,0.49824999999999997,0.3045,0.25116666666666665,0.86
0,1.5229,0.18000000000000005,0.8500000000000001,0.47175,0.2945,0.23433333333333334,0.7880000000000001
0,2.0410000000000004,0.42000000000000004,1.75,0.7275,0.4955,0.2675,1.9100000000000001
2,1.57,0.16000000000000003,1.35,0.44699999999999995,0.2945,0.2346666666666667,0.539
0,1.3502,0.08999999999999997,1.1500000000000001,0.30225,0.0925,0.21833333333333335,0.31999999999999995
0,1.9939,0.4,1.7999999999999998,0.727,0.4405,0.2771666666666667,1.9220000000000002
0,1.8526,0.28,1.35,0.633,0.439,0.2715,1.1630000000000003
2,0.9263,-0.15999999999999998,0.7000000000000001,0.21825,0.0575,0.20983333333333334,-0.19
0,1.1932,-0.05999999999999994,0.95,0.2595,0.0835,0.21716666666666667,0.020000000000000018
1,1.9468,0.42000000000000004,1.7999999999999998,0.7665000000000001,0.592,0.29133333333333333,1.532
2,1.9782000000000002,0.38,1.7000000000000002,0.7585000000000001,0.5515,0.27066666666666667,1.46
2,1.6014000000000002,0.17000000000000004,1.5,0.4625,0.3095,0.23966666666666667,0.6349999999999999
0,1.57,0.17000000000000004,1.45,0.5307499999999999,0.246,0.265,0.824
1,1.6014000000000002,0.20000000000000007,1.4000000000000001,0.55725,0.459,0.2655,0.7699999999999999
0,0.6123000000000001,-0.31,0.5,0.16599999999999998,0.01,0.2026666666666667,-0.328
0,1.5857,0.17000000000000004,1.3,0.47175,0.3135,0.24966666666666668,0.509
2,0.8321000000000001,-0.19999999999999996,0.65,0.19874999999999998,0.04,0.20683333333333334,-0.232
0,1.8683,0.36,1.85,0.7392500000000001,0.526,0.2991666666666667,1.484
2,1.6485,0.16000000000000003,1.35,0.4575,0.261,0.253,0.6499999999999998
2,1.7270000000000003,0.21000000000000008,1.5,0.48775,0.3015,0.24883333333333335,0.86
0,2.1195000000000004,0.4900000000000001,1.85,1.01875,0.876,0.3045,2.414
2,0.9106,-0.14999999999999997,0.75,0.22599999999999998,0.071,0.21966666666666668,-0.13
2,1.6642000000000001,0.24,1.3,0.479,0.296,0.24150000000000002,0.7880000000000001
2,0.942,-0.15999999999999998,0.8,0.21275,0.055,0.20883333333333334,-0.16600000000000004
0,,0.32000000000000006,1.3,0.7010000000000001,0.455,0.2685,1.58
2,1.6328,0.21999999999999997,1.4000000000000001,0.49949999999999994,0.3395,0.24300000000000002,0.767
0,1.8054999999999999,0.27,1.5,0.5525,0.293,0.25416666666666665,1.2200000000000002
2,1.8054999999999999,0.25,1.35,0.54825,0.364,0.26533333333333337,1.0339999999999998
2,1.3816000000000002,0.08999999999999997,1.0,0.33299999999999996,0.122,0.23016666666666669,0.31999999999999995
0,1.6642000000000001,0.21999999999999997,1.55,0.50775,0.2805,0.25616666666666665,0.884
0,1.7270000000000003,0.21999999999999997,1.3,0.58525,0.4455,0.2705,0.878
0,1.0362,-0.08999999999999997,0.95,0.24375,0.0735,0.21500000000000002,-0.040000000000000036
2,1.9782000000000002,0.41000000000000003,1.7999999999999998,0.786,0.6025,0.29833333333333334,1.4900000000000002
0,1.1932,-0.13,1.0,0.279,0.1055,0.218,0.07999999999999996
2,1.0833,-0.05999999999999994,1.1,0.25675,0.082,0.21816666666666668,0.020000000000000018
1,2.0567,0.4800000000000001,1.75,0.92925,0.7285,0.334,1.9100000000000001
0,1.7427000000000001,0.30000000000000004,1.75,0.587,0.3275,0.26733333333333337,1.4300000000000002
1,1.8212,0.32000000000000006,1.5,0.64775,0.429,,1.1600000000000001
0,1.6799000000000002,0.24,1.25,0.519,0.355,0.26316666666666666,0.6769999999999999
0,1.9154,0.36,1.4000000000000001,0.6655,0.4375,0.2871666666666667,1.2200000000000002
0,1.8054999999999999,0.35,1.6,0.7070000000000001,0.4955,0.29150000000000004,1.3399999999999999
0,1.6328,0.27,1.9500000000000002,0.6365,0.2985,0.27116666666666667,1.73
1,2.3079,0.6,2.2,1.4275,1.1335,0.3466666666666667,3.1999999999999997
1,1.4915,0.15000000000000002,1.5,0.4295,0.1955,0.24050000000000002,0.767
0,1.8526,0.33000000000000007,1.35,0.64475,0.4235,0.26633333333333337,1.2800000000000002
0,1.8212,0.26,1.3,0.549,0.365,0.25766666666666665,0.971
1,1.7427000000000001,0.28,1.45,0.59075,0.43,0.26583333333333337,0.8929999999999999
1,1.6485,0.20000000000000007,1.3,0.49975,0.3115,0.24366666666666667,0.9380000000000001
0,1.3188,0.07000000000000006,1.1500000000000001,0.3345,0.171,0.22366666666666668,0.31999999999999995
0,1.4758,0.14,1.3,0.41125,0.201,0.24433333333333335,0.59
2,1.2717,0.0,0.8999999999999999,0.29425,0.138,0.22116666666666668,0.05899999999999994
1,1.2560000000000002,0.010000000000000009,1.6,0.33399999999999996,0.173,0.2235,0.22999999999999998
2,0.9106,-0.18,0.65,0.1985,0.0375,0.20733333333333334,-0.22000000000000003
0,2.1509,0.4600000000000001,1.7000000000000002,0.93,0.647,0.32766666666666666,2.39
2,0.8007000000000001,-0.22999999999999998,0.6,0.194,0.0365,0.20700000000000002,-0.262
1,1.7897999999999998,0.30000000000000004,1.75,0.62775,0.38,0.2555,1.37
2,1.3502,0.07000000000000006,1.05,0.33899999999999997,0.188,0.22616666666666668,0.14
0,1.9468,0.33999999999999997,1.5,0.8045,0.587,0.3468333333333333,1.5500000000000003
0,1.6328,0.17000000000000004,1.6500000000000001,0.5455,0.375,0.26,0.689
0,1.0519,-0.06999999999999995,1.05,0.261,0.0935,0.21866666666666668,0.04999999999999993
0,2.1509,0.5000000000000001,2.0,1.03625,0.813,0.329,2.54
0,1.9782000000000002,0.41000000000000003,1.7000000000000002,0.69575,0.4615,0.2886666666666667,1.4
1,1.099,-0.06999999999999995,0.8999999999999999,0.24275,0.0745,0.21383333333333335,-0.040000000000000036
0,1.4758,0.12,1.35,0.40049999999999997,0.1665,0.23833333333333334,0.59
2,1.6642000000000001,0.24,1.2,0.44825000000000004,0.2555,0.247,0.6619999999999998
0,0.7379,-0.27999999999999997,0.6,0.17725,0.0265,0.2031666666666667,-0.31000000000000005
1,,0.15000000000000002,1.5,0.43775,0.22,0.248,0.7400000000000001
1,1.099,-0.04999999999999993,0.65,0.2525,0.0745,0.21550000000000002,0.020000000000000018
2,1.9468,0.37,1.7000000000000002,0.754,0.4805,0.3015,1.58
2,1.4915,0.15000000000000002,1.1,0.378,0.182,0.233,0.5599999999999999
1,1.9625000000000001,0.38,1.75,0.70375,0.4485,0.27216666666666667,1.7570000000000001
1,1.4758,0.13,1.05,0.36024999999999996,0.163,0.23450000000000001,0.44000000000000006
1,2.0096000000000003,0.4,1.7999999999999998,0.89975,0.593,0.3046666666666667,2.186
0,1.8369,0.30000000000000004,1.5,0.6735,0.4315,0.29200000000000004,1.4900000000000002
0,2.0410000000000004,0.43000000000000005,1.85,0.83725,0.75,0.26016666666666666,1.814
0,2.0096000000000003,0.39,1.7000000000000002,0.7195,0.5395,0.294,1.31
2,1.9468,0.36,1.7999999999999998,0.71525,0.5285,0.28850000000000003,1.436
1,1.884,0.36,1.7000000000000002,0.678,0.4575,0.2811666666666667,1.4809999999999999
1,2.2608,0.59,2.25,1.1345,0.8045,0.34099999999999997,3.56
1,1.8526,0.31000000000000005,,0.633,0.391,0.2818333333333333,1.46
1,1.9625000000000001,0.35,1.75,0.72175,0.4755,0.28250000000000003,1.694
1,2.2137,0.4700000000000001,2.2,1.083,0.929,0.3278333333333333,2.237
0,1.8997,0.33999999999999997,1.6500000000000001,0.76575,0.6025,0.28733333333333333,1.355
0,1.8997,0.33999999999999997,1.1500000000000001,0.7070000000000001,0.3925,0.297,1.46
1,2.0567,0.45000000000000007,1.75,0.8240000000000001,0.5855,0.28683333333333333,1.964
2,1.1147,-0.05999999999999994,0.75,0.23875,0.079,0.21050000000000002,-0.07600000000000001
1,1.5072,0.21000000000000008,1.3,0.46875,0.277,0.24816666666666667,0.86
2,1.4287,0.27,1.1,0.36324999999999996,0.195,0.23,0.32299999999999995
0,1.5386,0.17000000000000004,1.25,0.47450000000000003,0.32,0.24133333333333334,0.6170000000000001
0,2.1195000000000004,0.44000000000000006,1.45,0.83225,0.557,0.3135,1.9100000000000001
1,1.4287,0.09999999999999998,1.4000000000000001,0.40925,0.221,0.24216666666666667,0.41000000000000003
0,1.57,0.16000000000000003,1.2,0.43825000000000003,0.273,0.24500000000000002,0.46999999999999986
0,1.884,0.35,1.5,0.645,0.386,0.27316666666666667,1.463
1,2.1666,0.4800000000000001,1.85,0.93575,0.6935,0.306,2.42
2,1.7427000000000001,0.25,1.7999999999999998,0.5875,0.3695,0.26683333333333337,1.13
0,1.7897999999999998,0.22999999999999998,1.3,0.59,0.4275,0.26516666666666666,1.028
0,2.0724,0.41000000000000003,2.0,0.96525,0.4865,0.299,3.2600000000000002
1,2.0253,0.4,1.55,0.76025,0.6145,0.2786666666666667,1.5110000000000001
0,1.9939,0.45000000000000007,1.85,0.8532500000000001,0.684,0.3,1.847
2,1.7270000000000003,0.24,1.1500000000000001,0.484,0.2925,0.24566666666666667,0.854
1,,0.27,1.4000000000000001,0.5225,0.347,0.258,0.959
0,1.9311,0.33999999999999997,1.45,0.66425,0.4435,0.2941666666666667,1.31
1,2.2608,0.5499999999999999,2.15,1.2,0.8565,0.36083333333333334,3.212
0,1.413,0.10999999999999999,1.1500000000000001,0.389,0.18,0.23950000000000002,0.5299999999999999
2,1.413,0.09999999999999998,1.35,0.397,0.2205,0.2315,0.44300000000000006
1,1.0362,-0.07999999999999996,0.8,0.25,0.0625,0.21666666666666667,0.020000000000000018
0,1.6328,0.19000000000000006,1.25,0.44075,0.2565,0.24216666666666667,0.62
0,1.8369,0.42000000000000004,1.6,0.759,0.639,,1.4
0,2.1352,0.43000000000000005,1.7000000000000002,0.95575,0.8415,0.302,1.9700000000000002
1,2.1038,0.41000000000000003,2.05,0.83225,0.6075,0.30083333333333334,1.718
2,1.1775,-0.039999999999999925,1.0,0.27825,0.1165,0.2195,0.03499999999999992
0,1.5386,0.18000000000000005,1.5,0.4365,0.225,0.24133333333333334,0.62
1,1.6014000000000002,0.08000000000000007,1.7999999999999998,0.50025,0.312,0.255,0.8000000000000002
0,1.3502,0.07000000000000006,1.2,0.34850000000000003,0.1985,0.22883333333333333,0.22099999999999997
2,0.8948999999999999,-0.14999999999999997,0.7000000000000001,0.20024999999999998,0.0425,0.20616666666666666,-0.19
1,1.7584000000000002,0.31000000000000005,1.9,0.507,0.283,0.24300000000000002,1.25
2,1.7897999999999998,0.25,1.4000000000000001,0.53275,0.331,0.24666666666666667,1.04
2,1.4915,0.17000000000000004,1.1,0.43674999999999997,0.311,0.2341666666666667,0.41600000000000004
0,1.9782000000000002,0.41000000000000003,1.55,0.7025,0.492,,1.5500000000000003
0,1.3345,0.07000000000000006,1.0,0.35424999999999995,0.1755,0.2306666666666667,0.41000000000000003
2,1.0362,-0.08999999999999997,0.8500000000000001,0.23275,0.063,0.21300000000000002,-0.040000000000000036
1,1.8683,0.33999999999999997,2.5,0.7915,0.462,0.28250000000000003,2.27
0,1.6799000000000002,0.26,1.55,0.54225,0.3285,0.25633333333333336,1.0699999999999998
2,1.1775,-0.04999999999999993,0.8999999999999999,0.269,0.1075,0.21816666666666668,0.020000000000000018
2,1.5072,0.09999999999999998,1.0,0.4095,0.2365,0.24250000000000002,0.356
1,1.6956000000000002,0.35,1.55,0.7585000000000001,0.5305,0.3025,1.6400000000000001
1,2.2922000000000002,0.5399999999999999,1.6500000000000001,1.15825,1.0685,0.3393333333333334,2.21
0,1.0362,-0.16999999999999998,0.75,0.20725,0.045,0.20883333333333334,-0.19
2,1.2403000000000002,-0.010000000000000009,0.95,0.28625,0.115,0.22083333333333335,0.10999999999999999
2,1.4758,0.15000000000000002,1.25,0.41125,0.2265,0.2346666666666667,0.572
0,1.7741,0.29000000000000004,1.45,0.61275,0.4345,0.27066666666666667,1.085
0,2.0253,0.44000000000000006,1.75,0.968,0.779,0.314,2.192
2,1.2246000000000001,0.0,1.0,0.28325,0.1105,0.21966666666666668,0.10399999999999998
2,1.9468,0.33999999999999997,1.4000000000000001,0.57825,0.3595,,1.37
2,0.6594,-0.25999999999999995,0.44999999999999996,0.17375,0.019,0.2036666666666667,-0.322
0,1.57,0.20000000000000007,1.3,0.48224999999999996,0.258,0.24433333333333335,1.04
0,1.8997,0.38,1.7999999999999998,0.7335,0.457,0.2966666666666667,1.847
1,1.8369,0.33999999999999997,1.7000000000000002,0.6995,0.3975,0.2775,1.7479999999999998
1,1.3816000000000002,0.08000000000000007,1.05,0.33199999999999996,0.148,0.22683333333333333,0.30499999999999994
1,1.884,0.33999999999999997,1.7000000000000002,0.69025,0.4995,0.2748333333333334,1.5230000000000001
2,1.4758,0.20000000000000007,1.6,0.405,0.1615,0.22433333333333333,0.7880000000000001
1,1.6328,0.25,1.5,0.5565,0.385,0.26716666666666666,0.9800000000000001
1,1.9625000000000001,0.38,1.6500000000000001,0.7135,0.477,0.2788333333333333,1.5110000000000001
2,1.2717,0.0,0.8999999999999999,0.2845,0.103,0.22233333333333336,0.26
1,1.9939,0.37,1.6500000000000001,0.79725,0.668,0.28683333333333333,1.229
2,1.7270000000000003,0.24,1.35,0.5579999999999999,0.3995,0.2495,0.9800000000000001
1,1.6485,0.20000000000000007,1.35,0.507,0.318,0.24600000000000002,0.848
2,1.3502,0.040000000000000036,1.0,0.34275,0.192,0.22483333333333333,0.20000000000000007
0,1.9782000000000002,0.38,1.6,0.6950000000000001,0.407,0.27466666666666667,1.7239999999999998
2,1.6328,0.21999999999999997,1.4000000000000001,0.48124999999999996,0.2775,0.25183333333333335,0.7760000000000001
2,1.9154,0.35,1.5,0.63325,0.4145,0.26666666666666666,1.67
2,1.57,0.15000000000000002,1.25,0.43474999999999997,0.259,0.24133333333333334,0.5419999999999999
1,1.2089,0.010000000000000009,1.05,0.31575,0.1365,0.22483333333333333,0.20000000000000007
1,2.2608,0.5299999999999999,1.7999999999999998,1.0095,0.8465,0.33566666666666667,1.9250000000000003
2,1.1304,-0.06999999999999995,0.75,0.24225,0.083,0.21216666666666667,-0.07
0,1.3345,0.09999999999999998,1.05,0.34650000000000003,0.13,0.221,0.59
1,1.5857,0.21000000000000008,1.7999999999999998,0.45299999999999996,0.239,0.24116666666666667,0.68
2,0.8635000000000002,-0.19999999999999996,0.65,0.196,0.0385,0.20783333333333334,-0.23800000000000002
2,1.8054999999999999,0.27,1.3,0.5525,0.3155,0.27183333333333337,1.0699999999999998
1,1.884,0.33000000000000007,1.6500000000000001,0.59375,0.309,0.28200000000000003,1.1720000000000002
0,1.6642000000000001,0.25,1.55,0.54525,0.307,0.257,1.157
0,1.5857,0.18000000000000005,1.1500000000000001,0.42925,0.2575,0.23966666666666667,0.521
2,1.6485,0.20000000000000007,1.25,0.49824999999999997,0.369,0.24616666666666667,0.584
1,2.0253,0.38,1.6,0.722,0.5015,0.29633333333333334,1.5140000000000002
2,1.3816000000000002,0.06000000000000005,1.1,0.33525,0.1545,0.228,0.31999999999999995
0,1.4758,0.12,1.05,0.42200000000000004,0.27,0.24650000000000002,0.374
1,1.8997,0.37,1.6500000000000001,0.62575,0.4535,0.26433333333333336,1.2590000000000003
2,1.1461000000000001,-0.010000000000000009,0.95,0.275,0.1075,0.21816666666666668,0.07999999999999996
0,1.57,0.16000000000000003,1.55,0.48,0.2655,0.24550000000000002,0.89
0,1.9311,0.31000000000000005,1.3,0.63425,0.49,0.26066666666666666,1.193
0,1.9782000000000002,0.4,1.75,0.78225,0.5635,0.3021666666666667,1.6550000000000002
1,2.0253,0.44000000000000006,2.1,0.9267500000000001,0.616,0.32183333333333336,2.444
1,1.8054999999999999,0.26,1.55,0.54775,0.3485,0.26416666666666666,0.92
1,1.5072,0.20000000000000007,1.25,0.5295,0.2125,0.25966666666666666,1.04
1,1.6485,0.24,1.6,0.528,0.2745,0.25766666666666665,1.25
2,0.9734,-0.13,0.7000000000000001,0.22549999999999998,0.063,0.21350000000000002,-0.13
0,1.884,0.39,1.9500000000000002,0.6787500000000001,0.384,0.26333333333333336,1.85
0,1.9625000000000001,0.39,1.85,0.84175,0.7105,0.3001666666666667,1.67
1,1.4915,0.13,1.1500000000000001,0.43299999999999994,0.281,0.23900000000000002,0.401
0,1.0833,-0.08999999999999997,0.8,0.2345,0.06,0.21416666666666667,-0.07600000000000001
1,1.0833,-0.09999999999999998,0.8999999999999999,0.2515,0.078,0.21966666666666668,-0.07
2,1.5543,0.14,1.25,0.38875,0.185,0.2235,0.614
1,2.2451,0.5299999999999999,2.4,1.24975,0.7245,0.355,4.91
2,1.3816000000000002,0.13,1.1500000000000001,0.40049999999999997,0.2435,0.228,0.479
0,2.1509,0.41000000000000003,1.9,0.9165,0.667,0.3351666666666667,2.06
1,2.0724,0.45000000000000007,1.7999999999999998,0.94825,0.7765,0.33233333333333337,1.763
1,1.7897999999999998,0.30000000000000004,1.35,0.54025,0.3345,0.26166666666666666,0.86
1,1.9468,0.41000000000000003,1.6,0.83625,0.6285,0.2916666666666667,1.811
2,1.6014000000000002,0.31000000000000005,1.35,0.49275,0.2875,0.25133333333333335,0.8209999999999998
1,2.198,0.4800000000000001,2.15,1.139,0.6675,0.3041666666666667,3.86
2,1.2403000000000002,0.020000000000000018,0.8500000000000001,0.3085,0.153,0.21683333333333335,0.16099999999999992
1,2.1195000000000004,0.42000000000000004,1.9500000000000002,0.841,0.6045,0.30583333333333335,1.979
2,1.7270000000000003,0.25,1.5,0.46950000000000003,0.269,0.24483333333333335,0.902
0,1.9311,0.36,1.85,0.76025,0.4985,0.305,1.58
0,2.0410000000000004,0.41000000000000003,1.9,0.787,0.59,0.27666666666666667,1.9460000000000002
2,1.57,0.15000000000000002,1.45,0.43975,0.239,0.24583333333333335,0.7099999999999999
0,2.0410000000000004,0.45000000000000007,1.75,0.91825,0.6865,0.3195,2.0300000000000002
0,1.7427000000000001,0.27,1.45,0.63425,0.4985,0.256,1.0310000000000001
0,1.57,0.21999999999999997,1.5,0.481,0.2815,0.24566666666666667,0.92
0,1.9311,0.35,1.55,0.68675,0.4375,0.2861666666666667,1.46
0,2.0567,0.4600000000000001,1.75,0.7817500000000001,0.486,0.28783333333333333,2.09
2,1.6956000000000002,0.22999999999999998,1.1,0.4595,0.2755,0.25,0.6589999999999999
1,2.0567,0.44000000000000006,1.75,0.886,0.6275,0.29000000000000004,2.3000000000000003
1,2.1195000000000004,0.4600000000000001,1.9500000000000002,0.89925,0.62,0.325,2.15
2,1.6014000000000002,0.19000000000000006,1.55,0.41974999999999996,0.2465,0.2361666666666667,0.602
2,0.942,-0.15999999999999998,0.8999999999999999,0.22125,0.057,0.21116666666666667,-0.14200000000000002
2,1.0205000000000002,-0.10999999999999999,0.7000000000000001,0.23049999999999998,0.0755,0.20850000000000002,-0.13
1,1.9154,0.39,1.6,0.6945,0.469,0.266,1.9040000000000004
1,1.7270000000000003,0.26,1.25,0.6115,0.4035,0.25833333333333336,1.298
1,2.0724,0.4700000000000001,1.75,0.9087500000000001,0.711,0.3041666666666667,2.09
0,2.2608,0.5599999999999999,1.9,1.1942499999999998,0.9955,0.35933333333333334,2.783
2,1.3188,0.040000000000000036,1.1,0.33125,0.174,0.22116666666666668,0.22999999999999998
1,1.2560000000000002,0.040000000000000036,1.1,0.3265,0.1405,0.23283333333333334,0.20000000000000007
1,2.0881000000000003,0.4,1.75,1.021,0.595,0.30083333333333334,3.9499999999999997
2,1.2089,-0.039999999999999925,0.95,0.27849999999999997,0.119,0.21966666666666668,0.020000000000000018
1,1.9782000000000002,0.4,1.85,0.8415,0.54,0.3105,1.8800000000000003
2,0.9577,-0.14999999999999997,0.8999999999999999,0.22325,0.063,0.21133333333333335,-0.15100000000000002
1,2.0253,0.5000000000000001,1.75,0.7957500000000001,0.57,0.3015,1.58
0,1.8997,0.33999999999999997,1.7999999999999998,0.70775,0.479,0.28550000000000003,1.5260000000000002
2,1.1618,-0.04999999999999993,1.4000000000000001,0.26075,0.097,0.21516666666666667,-0.031000000000000028
1,1.7741,0.31000000000000005,1.75,0.6565,0.342,0.269,1.6999999999999997
1,1.9154,0.33999999999999997,1.9500000000000002,0.7867500000000001,0.469,0.3105,1.988
1,1.8212,0.32000000000000006,1.85,0.6585,0.3515,0.26666666666666666,1.52
0,1.7897999999999998,0.27,1.45,0.60275,0.3925,0.2785,1.25
2,1.8054999999999999,0.30000000000000004,1.25,0.54,0.3275,0.26266666666666666,1.0099999999999998
0,1.6799000000000002,0.24,1.45,0.5455,0.33,0.263,1.1
2,1.2717,-0.020000000000000018,0.8999999999999999,0.29125,0.112,0.225,0.08899999999999997
1,2.0410000000000004,0.4900000000000001,1.85,0.90275,0.6565,0.3136666666666667,2.18
0,2.0410000000000004,0.42000000000000004,1.9,0.921,0.7155,0.3245,1.85
2,1.3973,0.08999999999999997,1.05,0.3545,0.1675,0.23383333333333334,0.30200000000000005
0,1.4444000000000001,0.08999999999999997,1.2,0.39675,0.2435,0.23916666666666667,0.392
0,1.9782000000000002,0.36,1.45,0.65575,0.4235,0.279,1.4300000000000002
2,0.785,-0.22999999999999998,0.65,0.1855,0.027,0.20616666666666666,-0.265
0,2.1666,0.41000000000000003,2.0,1.086,0.893,0.3338333333333333,2.48
1,1.4758,0.12,1.1,0.39825,0.237,0.24233333333333335,0.38
1,1.8212,0.30000000000000004,1.45,0.7185,0.5585,0.2733333333333333,1.3399999999999999
0,1.884,0.21999999999999997,1.45,0.6194999999999999,0.4475,0.26533333333333337,1.2080000000000002
1,1.3031,0.010000000000000009,1.3,0.31,0.1305,0.22516666666666668,0.22999999999999998
1,2.0567,0.4,2.05,0.914,0.6215,0.32416666666666666,2.321
1,1.9468,0.4,1.5,0.7965,0.596,0.3045,1.7239999999999998
0,1.9468,0.37,2.05,0.7595000000000001,0.3875,0.28350000000000003,1.9100000000000001
